emp_no,first_name,last_name,title,from_date,to_date
29656,Kazunori,Christianini,Engineer,1996-11-22,1997-04-06
29658,Wuxu,Nannarelli,Engineer,1989-06-27,1998-06-27
29659,Adel,Pokrovskii,Staff,1985-06-06,1991-06-06
29661,Francesca,Kusakabe,Assistant Engineer,1989-12-17,1995-12-17
29664,Aiman,Stanger,Staff,1989-08-07,1995-08-07
29666,Yonghong,Thummel,Staff,1993-03-24,2002-03-24
29669,Frazer,Bach,Staff,1996-10-28,1996-12-31
29670,Arunachalam,Besselaar,Staff,1996-01-20,2001-01-19
29683,Maya,Asser,Staff,1998-01-17,2001-07-29
29687,Leandro,Garnier,Staff,1994-03-10,2000-09-03
29690,Eran,Fioravanti,Staff,1987-11-09,1995-11-09
29705,Hatsukazu,Bazelow,Staff,1995-03-23,2001-06-20
29706,Giordano,Farrow,Engineer,1990-10-02,1995-10-02
29715,Dinah,Valette,Engineer,1985-11-16,1994-11-16
29719,Sumant,Takkinen,Staff,1985-06-18,1994-06-18
29728,Ennio,DeMori,Engineer,1989-11-07,1995-01-11
29729,Alassane,Bernatsky,Staff,1988-11-05,1997-11-04
29739,Danil,Comyn,Engineer,1987-12-20,1994-12-20
29747,Stevo,Kampfer,Staff,1992-07-11,2000-07-11
29754,Guadalupe,Reghbati,Engineer,1996-08-16,1998-02-11
29759,Arif,Thimonier,Staff,1985-02-13,1992-02-14
29765,Nishit,Ranta,Staff,1988-08-03,1992-03-15
29769,Lansing,Schahn,Staff,1993-04-10,2001-04-10
29785,Noritoshi,Rajala,Engineer,1989-01-08,1995-11-01
29788,Radhia,Kaminger,Engineer,1988-09-09,1997-09-09
29789,Mong,Meszaros,Senior Staff,1999-05-03,2001-01-06
29794,Florina,Underwood,Staff,1996-07-12,2001-10-30
29796,Munehiko,Muniz,Engineer,1991-07-28,2000-07-27
29798,Gal,Cesareni,Engineer,1996-01-02,1997-07-13
29802,Herb,Paciorek,Engineer,1995-06-07,2001-06-06
29805,Branimir,Thisen,Staff,1997-02-07,2002-02-07
29807,Kazuhiko,Peltason,Staff,1998-11-25,2001-10-02
29810,Arne,Madeira,Engineer,1986-11-25,1993-11-25
29813,Jianhua,Fujisaki,Staff,1991-06-18,1997-06-17
29814,Ulf,Karunanithi,Assistant Engineer,1991-02-24,1997-02-23
29816,Kiyomitsu,Munck,Engineer,1989-05-19,1997-05-19
29817,Florian,Sadowski,Engineer,1986-02-20,1992-02-20
29819,Subhrajyoti,Ghelli,Staff,1989-07-18,1994-07-18
29822,Prodip,Sifakis,Staff,1990-05-29,1995-09-06
29825,Jeong,Kenevan,Engineer,1990-03-17,1995-03-17
29829,Pranjal,Pepe,Engineer,1985-03-28,1992-03-28
29830,Rafael,Mansanne,Staff,1990-01-29,1991-09-29
29833,Georgi,Kawashima,Engineer,1994-03-05,1994-12-23
29835,Harjit,Nyrup,Staff,1991-01-23,1999-01-23
29836,Kazuhiko,Ossenbruggen,Staff,1989-10-21,1998-10-21
29848,Malu,Hanratty,Engineer,1996-07-03,2001-07-03
29849,Phule,Peha,Staff,1992-10-02,2001-10-02
29855,Neelam,Kulisch,Senior Engineer,1986-12-08,1994-07-24
29865,Mingsen,Genther,Staff,1994-05-05,1999-05-05
29871,Xiaobin,Pocchiola,Engineer,1988-03-12,1996-03-12
29873,Monique,Aloisi,Engineer,1991-12-10,2000-12-09
29877,Mingsen,Kitai,Staff,1988-06-02,1994-06-02
29881,Luerbio,Engelmann,Engineer,1990-11-18,1992-09-15
29887,Boaz,Fandrianto,Senior Staff,1992-10-09,1998-11-07
29892,Keung,Hebden,Engineer,1999-01-11,2000-08-31
29895,Maja,Encarnacion,Senior Engineer,1986-09-03,1997-01-01
29903,Chiranjit,Engberts,Engineer,1989-07-02,1993-08-28
29905,Guther,Koyama,Staff,1990-12-28,1996-12-27
29909,Arvind,Menyhert,Staff,1993-05-18,2000-10-15
29911,Jiafu,Schnelling,Staff,1990-01-23,1997-01-23
29913,Falguni,Rajala,Staff,1994-08-03,2000-08-02
29915,JoAnne,Maquelin,Staff,1992-01-01,1994-06-18
29917,Sahrah,Roohalamini,Assistant Engineer,1986-03-01,1992-02-29
29919,Goa,Kugler,Engineer,1987-09-28,1993-09-27
29922,Hironobu,Chvatal,Engineer,1989-12-26,1995-12-26
29927,Kwun,Schiettecatte,Staff,1993-05-14,2001-05-14
29938,Mariusz,Serna,Engineer,1993-02-03,1999-02-03
29946,Shooichi,McClure,Staff,1985-08-15,1991-08-15
29948,Elzbieta,Kruskal,Engineer,1986-07-14,1992-07-13
29950,Laurentiu,Vasanthakumar,Assistant Engineer,1994-10-16,2000-10-15
29962,Hideo,Thebaut,Staff,1997-07-19,1998-11-14
29976,Youjian,Brendel,Assistant Engineer,1990-09-25,1998-09-25
29983,Lucian,Christ,Engineer,1986-08-23,1993-08-23
29987,Sachem,Brandsma,Staff,1988-07-26,1990-05-24
29991,Aral,Rosenbaum,Staff,1988-07-11,1995-07-12
29998,Chanjung,Riesenhuber,Engineer,1993-05-12,1998-05-12
30000,Matt,Avouris,Engineer,1985-10-21,1993-10-21
30001,Izaskun,Morton,Staff,1988-05-21,1996-05-21
30003,Takahito,Vilarrasa,Staff,1992-01-07,1998-01-06
30005,Ramachenga,Nourani,Engineer,1993-04-18,1994-01-11
30008,Tsutomu,Kalafatis,Engineer,1986-09-18,1995-09-18
30020,Masadi,Brobst,Engineer,1993-08-25,1998-09-15
30021,Martijn,Rosca,Staff,1990-06-02,1996-06-01
30025,Jianhao,Mansanne,Senior Staff,1991-10-20,1995-04-30
30039,Ronghao,Antonisse,Engineer,1989-02-07,1995-02-07
30047,Utpal,Schlumberger,Staff,1991-08-17,1999-08-17
30057,Atilio,Magliocco,Staff,1987-07-09,1988-11-24
30062,Phuoc,Ertl,Engineer,1989-06-04,1996-06-04
30071,Khedija,Sabnani,Staff,1991-06-16,1996-03-12
30083,Wanqing,Burnard,Engineer,1988-02-04,1995-02-04
30084,Jiafu,Cronin,Engineer,1987-02-25,1994-02-25
30085,Emdad,Rothenberg,Senior Staff,1997-07-11,2000-09-19
30090,Hausi,Siprelle,Staff,1996-02-16,2001-02-15
30092,Kristof,Pusterhofer,Engineer,1996-01-24,2002-01-23
30097,Minghong,Bardell,Engineer,1995-07-11,1997-05-09
30102,Ranan,Asrin,Engineer,1994-01-22,2001-01-22
30103,Murthy,Gini,Staff,1991-01-11,1997-01-10
30107,Sungwon,Reinhard,Engineer,1995-04-10,1996-02-02
30109,Kiyokazu,Legleitner,Engineer,1994-04-03,2001-04-03
30110,Shai,Gelosh,Engineer,1986-03-30,1988-01-31
30111,Remzi,Naumovich,Staff,1990-10-22,1992-08-29
30114,Mikhail,Asrin,Staff,1989-04-24,1996-04-24
30119,Ramalingam,Tagansky,Senior Staff,2001-03-18,2002-03-20
30124,Ferdinand,Lund,Engineer,1996-08-16,1997-11-01
30133,Tonny,Bharadwaj,Engineer,1991-07-13,2000-07-12
30143,Indrajit,Huttel,Staff,1991-11-06,1998-11-06
30148,Lakshmi,Linnainmaa,Staff,1986-08-10,1993-08-10
30149,Leon,Bugaenko,Assistant Engineer,1990-09-04,1996-09-03
30161,Muzhong,Gimarc,Senior Engineer,1999-12-21,2000-05-18
30167,Sorina,Tiemann,Engineer,1985-07-25,1993-07-25
30179,Shirish,Krzyzanowski,Staff,1986-01-31,1993-01-31
30193,Vincent,Slobodova,Engineer,1991-10-16,1991-10-24
30198,Saeed,Arlazarov,Staff,1995-08-16,2000-08-15
30209,Yannis,Aloisi,Staff,1994-12-23,2000-12-22
30213,Srinidhi,Restivo,Engineer,1999-08-14,2001-06-06
30215,Djelloul,Jiang,Engineer,1991-09-02,1999-09-02
30216,Tsuneo,Baer,Engineer,1997-05-06,2000-12-13
30223,Jasminko,Melski,Engineer,1992-04-17,1997-04-17
30226,Shiv,Reghbati,Engineer,1988-12-01,1997-12-01
30231,Heon,Cichocki,Engineer,1989-03-03,1995-03-03
30235,Tuval,Crelier,Staff,1995-02-08,2002-02-08
30239,Barry,Conte,Staff,1990-09-11,1998-09-11
30240,Berry,Merks,Staff,1991-03-29,1998-03-29
30242,Maris,Viele,Engineer,1990-01-07,1995-01-07
30252,Junichi,Keustermans,Assistant Engineer,1989-03-20,1997-03-20
30258,Kazuhiko,Versino,Senior Staff,1995-07-15,1996-08-10
30260,Trygve,Feinberg,Staff,1992-08-12,1997-08-12
30261,Bernardo,Claffy,Engineer,1993-02-25,2002-02-25
30266,Yongdong,Luders,Staff,1990-01-29,1994-11-16
30269,Dharmaraja,Valtorta,Staff,1988-12-02,1994-12-02
30274,Hironoby,Chiola,Engineer,1986-03-07,1995-03-07
30275,Miquel,Malabarba,Engineer,1993-03-03,2001-03-03
30276,Kazuhiko,Matheson,Engineer,1992-07-19,2000-07-19
30283,Zeydy,Juneja,Engineer,1987-07-25,1992-07-24
30285,Parke,Cyre,Engineer,1987-03-29,1994-03-29
30289,Kiyomitsu,Vuskovic,Senior Engineer,1993-09-09,1993-10-01
30297,Jiang,Birjandi,Staff,1990-05-27,1996-09-21
30302,Amstein,Sankaranarayanan,Staff,1985-08-16,1992-08-16
30305,Pramod,Chappelet,Staff,1990-05-31,1996-05-30
30313,Srinidhi,Candan,Engineer,1992-10-31,2000-10-31
30320,Kristine,Facello,Engineer,1990-06-10,1996-06-09
30324,Thanasis,Hambrick,Senior Staff,1989-09-01,1999-04-27
30329,Shim,Soicher,Engineer,1993-07-04,2001-07-04
30330,Caolyn,Nitsch,Staff,1991-11-10,1996-11-09
30331,Lene,Vuskovic,Engineer,1991-02-04,2000-02-04
30332,Nathalie,Oppitz,Staff,1992-07-08,2000-07-08
30334,Yongqiao,Atchley,Staff,1986-06-23,1991-06-23
30340,Fumiya,Condotta,Engineer,1995-11-27,2000-11-26
30351,Djenana,Blokdijk,Staff,1985-07-15,1991-07-15
30354,Lansing,Orlowska,Engineer,1997-05-24,1998-12-04
30363,Dante,Karcich,Staff,1994-04-01,2000-02-24
30364,Miquel,Byoun,Engineer,1988-06-26,1997-06-26
30371,Sukumar,Jansch,Engineer,1991-01-26,1991-04-07
30373,Jayesh,Vasanthakumar,Staff,1986-06-15,1992-06-14
30374,Xiaocheng,Reinhart,Engineer,1988-01-19,1994-01-18
30396,Vishv,Hmelo,Engineer,1988-05-26,1993-05-26
30406,LiMin,Vickson,Staff,1991-05-21,1998-08-26
30409,Eberhardt,Kornyak,Engineer,1990-10-18,1995-10-18
30410,Feiyu,Menyhert,Staff,1986-11-07,1992-11-06
30418,Adit,Perl,Staff,1987-09-01,1996-08-31
30419,Peer,Kulisch,Senior Engineer,1993-08-11,2001-03-18
30424,Hsiangchu,Jenevein,Engineer,1987-04-28,1996-04-27
30425,Rimli,Akazan,Staff,1988-10-28,1997-10-27
30437,Mahmut,Otillio,Assistant Engineer,1995-05-10,2000-05-09
30439,Masasuke,Lamba,Staff,1995-02-18,1996-08-25
30448,Jacqueline,Brodie,Staff,1992-07-23,2000-07-23
30451,Moti,Pileggi,Senior Engineer,1997-12-10,2001-01-05
30454,Pradeep,Plessier,Assistant Engineer,1985-06-04,1990-06-04
30466,Sumant,Giaccio,Staff,1991-02-20,1999-02-20
30470,Siamak,Jayawardene,Engineer,1990-07-30,1999-07-30
30475,Weicheng,Orlowski,Assistant Engineer,1990-11-25,1997-11-25
30478,Gad,Ozeri,Engineer,1993-06-29,1999-06-29
30497,Youjian,Pettis,Staff,1985-07-08,1994-07-08
30500,Mang,Wallrath,Engineer,1989-12-22,1997-12-22
30501,Jiang,Shiratori,Assistant Engineer,1990-09-14,1999-09-14
30507,Adamantios,Remmers,Engineer,1992-02-28,1998-02-27
30509,Keiichiro,Comellas,Staff,1988-04-29,1993-04-29
30513,Eric,Limongiello,Senior Staff,1989-04-18,1997-09-28
30515,Surveyors,Walstra,Staff,1991-06-23,1999-06-23
30516,Houman,Ishibashi,Engineer,1986-12-29,1987-01-24
30519,Valeri,Lukaszewicz,Engineer,1989-02-17,1989-11-05
30525,Snehasis,Matzen,Staff,1986-10-18,1991-10-18
30528,Ewing,Hiroyama,Staff,1993-12-11,1995-02-15
30530,LiMin,McFarlan,Engineer,1997-11-04,2000-05-21
30531,Limsoon,Talmor,Engineer,1993-04-28,2000-04-28
30537,Bluma,Gini,Engineer,1986-10-19,1993-10-19
30546,Janalee,Oehlmann,Staff,1992-08-30,2000-08-30
30550,Quingbo,Hofstetter,Engineer,1998-12-04,2001-07-01
30557,Goncalo,Manders,Staff,1988-07-16,1994-07-16
30567,Duke,Nitta,Staff,1992-08-09,1999-08-10
30569,Haldon,Gajiwala,Engineer,1990-06-28,1997-06-28
30572,Fabrizio,Trumbly,Staff,1998-06-05,1999-09-02
30576,Christfried,Heijenga,Assistant Engineer,1989-09-28,1997-09-28
30589,Chirstian,Reistad,Engineer,1987-10-27,1993-10-26
30592,Bernt,Mapelli,Engineer,1992-07-24,1998-02-21
30599,Divier,Bierman,Senior Engineer,1997-07-17,2001-02-20
30601,Gilbert,Cyne,Staff,1988-03-20,1994-03-20
30606,Chuanyi,Shrader,Engineer,1995-06-22,2002-06-22
30620,Dung,Niizuma,Engineer,1991-06-03,1998-06-03
30636,Zejun,Liesche,Engineer,1994-05-06,1999-12-16
30644,Marlo,Hegner,Assistant Engineer,1988-02-11,1996-02-11
30651,Tsutomu,Uhrig,Engineer,1994-01-14,1994-01-24
30655,Xuedong,Anandan,Staff,1987-02-05,1993-02-04
30658,Shimshon,Benaini,Senior Staff,1997-12-03,1998-03-13
30662,Basil,Pouyioutas,Staff,1992-02-27,1997-02-26
30663,Gurbir,Sigstam,Staff,1988-08-22,1995-08-23
30664,Jixiang,Peot,Engineer,1991-01-10,1996-01-10
30665,Hideo,Hitomi,Staff,1995-01-24,2002-01-24
30667,Taiji,Pews,Engineer,1995-10-22,2000-03-20
30671,Chinya,Szemeredi,Senior Engineer,1999-02-17,2001-03-22
30672,Theirry,Luff,Staff,1995-12-05,2000-12-04
30689,Jeong,Potthoff,Staff,1985-06-14,1992-06-14
30701,Tse,Pollock,Staff,1992-03-18,1997-07-05
30702,Vincent,Shumilov,Assistant Engineer,1987-03-04,1996-03-03
30713,Chriss,Chepyzhov,Staff,1992-11-05,2000-11-05
30727,Toshimitsu,Sury,Staff,1986-08-25,1994-08-25
30744,Khatoun,Fadgyas,Staff,1988-04-15,1997-04-15
30745,Basil,Turnbull,Staff,1985-06-17,1989-08-23
30747,Uma,Laurillard,Engineer,1993-03-08,1999-03-08
30748,Katsuyuki,Uchoa,Senior Staff,1998-08-14,2001-04-27
30749,Sangeeta,Acton,Technique Leader,1990-08-08,1996-06-27
30761,Hisao,Iisaka,Engineer,1985-03-31,1990-03-31
30766,Tesuya,Gulak,Staff,1996-07-30,2000-02-27
30769,Berry,Frolund,Staff,1988-01-12,1994-01-11
30772,Badri,Kandlur,Technique Leader,1999-09-27,1999-10-13
30774,Gunilla,Hettesheimer,Senior Staff,1996-07-26,2000-09-12
30780,Boguslaw,Swab,Engineer,1990-10-09,1999-10-09
30788,Kazuhisa,Schaft,Staff,1991-07-22,2000-07-21
30795,Saniya,Gulak,Assistant Engineer,1990-10-15,1998-10-15
30800,Nevin,Fandrianto,Engineer,1985-11-03,1991-11-03
30802,Keung,Bernini,Engineer,1988-07-27,1996-07-27
30819,Sachio,Asrin,Engineer,1988-11-23,1997-11-23
30824,Subbu,Bellone,Staff,1986-06-21,1993-06-21
30828,Duke,Baumann,Engineer,1985-12-06,1994-12-06
30829,Kagan,Schaft,Engineer,1992-03-07,1999-03-08
30831,Arno,Kermarrec,Staff,1986-11-17,1995-11-17
30833,Chaoyi,Cichocki,Engineer,1986-04-14,1993-04-14
30836,Sachem,Mitsuhashi,Engineer,1986-11-29,1992-11-28
30844,Aran,Kugler,Staff,1998-09-14,2001-08-07
30846,Nidapan,Montresor,Engineer,1987-10-22,1994-10-22
30851,Ortrun,Castellani,Staff,1987-05-12,1993-05-11
30853,Jasminko,Bade,Staff,1992-05-10,1995-03-09
30856,Chaosheng,Lampe,Assistant Engineer,1985-05-17,1992-05-17
30859,Eckart,Nitta,Engineer,1997-05-18,1997-10-25
30864,Remco,Sigstam,Senior Staff,1994-09-16,1999-04-07
30872,Dulce,Ranze,Staff,1993-08-04,1995-09-27
30882,Kiam,Ulupinar,Staff,1985-09-02,1987-01-25
30899,Dannz,Keirsey,Staff,1989-08-23,1997-08-23
30910,Luise,Zastre,Engineer,1996-06-27,2001-06-27
30919,Leen,Cochrane,Engineer,1992-05-22,1998-05-22
30935,Toshimo,Sidhu,Engineer,1998-05-25,2002-07-14
30942,Henk,Ranta,Staff,1989-02-15,1989-12-20
30948,Xinan,Lunt,Engineer,1995-05-27,2002-05-27
30951,Alagu,Matzen,Engineer,1987-08-26,1993-08-25
30953,Mototsugu,Mukaidono,Senior Staff,1996-08-02,1996-08-21
30958,Sham,Jayawardene,Engineer,1989-08-20,1996-08-20
30968,Ingemar,Karlin,Staff,1985-09-03,1993-09-03
30978,Gunilla,Onuegbe,Staff,1995-07-25,2000-02-28
30983,Nidapan,Petersohn,Staff,1985-02-24,1992-02-25
30988,Zhiguo,Murtha,Staff,1993-02-08,2001-02-08
30993,Sreenivas,Hofmeyr,Engineer,1994-12-01,1999-12-01
30994,Pranay,Alpin,Assistant Engineer,1988-11-13,1992-08-16
30998,Zhongwei,Ebeling,Engineer,1988-05-14,1997-05-14
31019,Arve,Junot,Engineer,1989-12-16,1998-12-16
31024,Xiadong,Ciolek,Staff,1987-04-13,1996-04-12
31025,Suebskul,Rijsenbrij,Senior Staff,1995-05-26,2000-11-01
31027,Slavian,Tempesti,Engineer,1994-10-23,2000-10-22
31034,Faiza,Picaronny,Engineer,1995-01-27,2002-01-27
31036,Vivian,Orlowski,Engineer,1991-03-20,1996-03-19
31038,Arvin,Birnbaum,Staff,1989-04-19,1994-04-19
31066,Sadun,Papsdorf,Staff,1992-01-02,1998-01-01
31070,Tru,Solares,Staff,1985-07-01,1991-07-01
31071,Jacqueline,Michaeli,Engineer,1996-04-06,2001-04-06
31075,Rafail,Merks,Staff,1989-02-04,1998-02-04
31088,Zongyan,Winter,Engineer,1995-12-12,2000-12-11
31103,Gilbert,Szilard,Staff,1999-01-24,2001-03-14
31106,Oscal,Kulisch,Staff,1985-03-25,1991-03-25
31119,Yishay,Menhardt,Engineer,1985-08-24,1992-08-24
31122,Remko,Ghemri,Engineer,1991-11-21,1998-11-21
31131,Conal,Zolotykh,Staff,1987-05-27,1996-05-26
31132,Barna,Ghalwash,Staff,1991-05-18,1999-05-18
31135,Lokesh,Hebert,Staff,1990-04-17,1996-04-16
31146,Shaibal,Asmuth,Staff,1991-10-09,1996-10-08
31160,Nakhoon,Demke,Staff,1991-02-05,1998-02-05
31167,Constantijn,Reinhard,Engineer,1986-11-01,1995-11-01
31171,Sashi,Przulj,Staff,1985-12-05,1994-12-05
31172,Fumitaka,Rohrbach,Engineer,1992-08-13,1997-02-17
31189,Shounak,Erdmenger,Staff,1989-01-31,1994-01-31
31199,Abdelwaheb,Zuberek,Staff,1997-12-16,1999-11-06
31204,Berry,Murillo,Engineer,1998-09-17,2000-09-13
31212,Weicheng,Eppinger,Staff,1993-10-31,1998-10-30
31213,Koldo,Lamparter,Staff,1986-03-14,1993-03-14
31214,Weijing,Rebaine,Engineer,1991-12-02,1999-12-02
31215,Constantine,Schaft,Staff,1990-07-23,1996-07-22
31220,Radoslaw,Lund,Staff,1987-07-02,1993-07-01
31226,Gennady,Vakili,Senior Staff,1996-03-09,2001-04-29
31227,Aluzio,McConalogue,Engineer,1987-01-26,1992-01-26
31230,Dzung,Klyachko,Staff,1999-07-02,2001-12-14
31235,Alejandra,Suessmith,Engineer,1991-05-05,2000-05-04
31244,Masasuke,Rohrbach,Staff,1991-09-04,1998-09-04
31253,Troy,Pepe,Engineer,1985-08-19,1992-08-19
31268,Nitsan,Pocchiola,Staff,1995-09-07,1996-12-27
31278,Chaosheng,Delaune,Senior Staff,1999-08-11,2000-08-21
31286,Marsha,Magliocco,Engineer,1986-06-03,1991-06-03
31287,Dmitry,Shrader,Staff,1992-11-30,1992-12-18
31292,Elgin,Terlouw,Engineer,1986-07-18,1991-07-18
31312,Tremaine,Chenney,Engineer,1990-01-17,1998-01-17
31313,Qunsheng,Tsukune,Staff,1992-01-06,1997-01-05
31316,Becky,Kambil,Engineer,1992-09-25,1998-09-25
31318,Lorien,Bednarek,Staff,1986-11-27,1994-11-27
31320,Val,Walston,Engineer,1999-11-12,2000-03-03
31321,Gretta,Gelosh,Engineer,1989-03-29,1995-03-29
31326,Tesuya,Conta,Engineer,1986-03-22,1992-03-21
31328,Shigeo,Matzov,Assistant Engineer,1990-03-26,1995-03-26
31362,Bikash,Straney,Engineer,1987-04-15,1994-04-15
31367,Paloma,Antonakopoulos,Engineer,1987-02-18,1995-02-18
31369,Yishay,Birdsall,Staff,1996-02-05,2002-02-04
31372,Padma,Zaccaria,Senior Staff,1995-03-22,1999-01-05
31380,Sastry,Coullard,Engineer,1986-12-26,1993-12-26
31384,JoAnne,Peac,Staff,1993-10-23,2001-10-23
31386,Matk,Cooke,Senior Engineer,1987-04-02,1990-12-14
31389,Ranan,Gunderson,Senior Staff,1991-11-21,1998-05-17
31398,Hideo,Grospietsch,Senior Engineer,1992-06-03,1993-11-11
31401,Hein,Sigstam,Staff,1993-03-31,2000-03-31
31402,Stabislas,Cools,Engineer,1986-12-19,1993-12-19
31404,Gererd,Narlikar,Engineer,1991-05-26,1997-05-25
31407,Chaosheng,Vernadat,Staff,1985-12-27,1990-12-27
31408,Huei,Sullins,Staff,1989-08-18,1997-08-18
31410,Mountaz,Iwayama,Assistant Engineer,1988-09-25,1996-09-25
31412,Karoline,Ranze,Engineer,1992-04-21,2001-04-21
31422,Nakhoon,Gils,Engineer,1991-01-25,1994-01-26
31423,Otilia,Ranta,Engineer,1986-04-22,1994-04-22
31425,Mohammad,Anger,Staff,1987-05-06,1988-06-09
31426,Guozhong,Polajnar,Engineer,1987-03-30,1996-03-29
31429,Matk,Bernini,Staff,1985-02-22,1992-02-23
31430,Boutros,Rabehasaina,Engineer,1989-10-17,1995-10-17
31435,Sedat,Conia,Engineer,1986-08-24,1992-08-23
31442,Utpal,Fortenbacher,Staff,1993-06-12,1998-06-12
31444,Aris,Hinsberger,Senior Staff,1993-01-08,2000-11-20
31454,Tommaso,Lorin,Assistant Engineer,1995-11-07,2000-11-06
31473,Halsur,Deverell,Staff,1989-06-25,1998-06-25
31485,Fai,Argence,Engineer,1995-01-27,2000-01-27
31487,Xiping,Stentiford,Engineer,1990-10-17,1998-10-17
31492,Dmitri,Lichtman,Senior Engineer,1992-01-10,2000-08-01
31494,Lihong,Baezner,Engineer,1994-01-31,1999-01-31
31502,Heng,Luft,Senior Engineer,2001-02-11,2001-11-06
31503,Kyoichi,Xiaoshan,Staff,1995-05-09,2001-05-08
31508,Sanjit,Gadepally,Senior Staff,1993-01-07,2001-04-30
31510,Sreenivas,Kabayashi,Engineer,1996-11-11,2001-11-11
31519,Selwyn,Angelov,Staff,1991-06-06,1998-06-06
31531,Toshimi,Muntz,Staff,1989-04-11,1995-04-11
31533,Trygve,Albarhamtoshy,Staff,1988-12-21,1995-12-22
31546,Isamu,Silva,Engineer,1987-01-19,1992-01-19
31547,Subhada,Kalloufi,Engineer,1996-02-02,1999-01-21
31557,Denny,Kalafatis,Staff,1986-01-20,1991-01-20
31558,Shuzo,Hmelo,Staff,1988-05-16,1995-05-17
31577,Xiahua,Munro,Staff,1995-05-05,2002-05-05
31580,Weidon,Porotnikoff,Engineer,1989-05-11,1994-08-08
31582,Duro,Underwood,Senior Engineer,1997-12-08,1998-12-10
31587,Heather,Henseler,Engineer,1986-12-24,1992-12-23
31593,Kamakshi,Merey,Engineer,1995-04-07,2001-04-06
31594,Abdelkader,Birta,Staff,1991-09-05,1998-09-05
31595,Stevo,Barbanera,Staff,1994-12-08,1996-07-16
31600,Arif,Zeidenstein,Staff,1993-06-10,1998-06-10
31604,Mikhail,Niizuma,Assistant Engineer,1989-04-16,1995-04-16
31608,Constantino,Krone,Senior Engineer,1997-12-26,1999-10-15
31624,Seongbin,Picht,Staff,1992-03-27,1999-03-28
31630,Fabrizio,Businaro,Engineer,1985-07-27,1991-07-27
31634,Mohua,Rubsam,Engineer,1988-04-04,1995-04-05
31641,Aram,Syrzycki,Engineer,1987-03-01,1992-02-29
31647,Naftali,Penz,Staff,1997-03-14,1998-05-31
31649,Souichi,Candan,Engineer,1991-11-25,1997-11-24
31650,Neven,Savasere,Staff,1986-06-05,1994-06-05
31651,Oscal,Zeilberger,Staff,1996-01-03,2001-01-02
31657,Adhemar,Range,Engineer,1991-07-12,1998-07-12
31663,Weiwu,Kobara,Staff,1990-05-18,1992-05-01
31664,Mohan,Vickson,Staff,1985-11-03,1990-03-01
31667,Hairong,Spataro,Engineer,1989-08-28,1994-08-28
31671,Mingdong,Trystram,Staff,1988-04-07,1997-04-07
31674,Jixiang,Bernini,Staff,1991-02-07,1996-02-07
31679,Basant,Koshiba,Staff,1991-08-16,2000-08-15
31697,Malu,Msuda,Engineer,1986-04-08,1994-04-08
31700,Weiyi,Ranft,Staff,1986-12-12,1992-12-11
31702,Florian,Isard,Staff,1987-04-24,1994-04-24
31706,Howell,Redmiles,Staff,1990-10-19,1998-10-19
31707,Anoosh,Akazan,Engineer,1990-05-29,1997-05-29
31712,Jiang,Dulay,Staff,1990-12-13,1995-12-13
31716,Radoslaw,Chaudhury,Staff,1991-08-03,1996-08-02
31719,JoAnne,Caine,Staff,1992-10-03,1997-10-03
31723,Ziva,Delaune,Assistant Engineer,1996-11-10,2000-11-16
31733,Jaideep,Coombs,Engineer,1989-05-15,1998-05-15
31736,Kensei,Honiden,Engineer,1988-10-04,1994-12-29
31741,Valeri,Kenevan,Staff,1987-03-24,1994-03-24
31742,Pramod,Vendrig,Staff,1992-01-05,1999-01-05
31745,Sergi,Rodham,Engineer,1989-05-01,1998-05-01
31747,Lalit,Garnier,Engineer,1991-11-10,2000-11-09
31751,Phillip,Ramsey,Staff,1990-02-03,1995-02-03
31752,Anyuan,Yetim,Senior Engineer,1998-10-12,2002-06-11
31765,Ipke,Tasistro,Engineer,1994-06-01,2001-06-01
31766,Rance,Masand,Staff,1989-10-29,1996-10-28
31770,Weiyi,Couchot,Staff,1986-02-16,1994-02-16
31777,Pragnesh,Kumaresan,Engineer,1988-12-13,1995-12-14
31780,Ronnie,Farrow,Staff,1997-10-24,2002-02-21
31783,Ugo,Thambidurai,Engineer,1989-05-08,1998-05-08
31794,Tsuneo,Gunderson,Engineer,1991-12-13,1996-12-12
31796,Leen,Vakili,Engineer,1985-10-09,1993-10-09
31802,Murthy,Huhdanpaa,Assistant Engineer,1986-12-07,1992-12-06
31804,Aris,Masand,Staff,1991-05-22,1997-05-21
31810,Jasminko,Gill,Engineer,1988-02-07,1994-02-06
31814,Weijing,Brookner,Engineer,1993-01-08,1998-01-08
31818,Kristina,Erni,Senior Staff,1996-02-16,1996-10-11
31819,Conrado,Dehkordi,Staff,1996-10-05,1998-08-08
31825,Xuedong,Zyda,Staff,1991-08-20,1998-03-24
31852,Byong,Spieker,Staff,1989-05-09,1994-05-09
31858,Geoffrey,Benantar,Staff,1992-02-08,2000-02-08
31864,Zhenbing,Bahl,Engineer,1993-02-08,2000-02-09
31868,Dhritiman,Jervis,Engineer,1987-08-07,1994-08-07
31872,Sanjay,Georgakopoulos,Staff,1985-03-26,1992-03-26
31889,Elgin,Kalafatis,Staff,1992-02-17,2000-02-17
31890,Dekang,Shiratori,Staff,1985-09-22,1992-09-22
31898,Laurentiu,Bierman,Staff,1995-12-15,2001-12-14
31900,Odoardo,Fujisaki,Engineer,1999-10-13,1999-12-26
